carat,cut,color,clarity,table
0.72,Ideal,E,VS2,56.0
2.1,Very Good,I,VS2,59.0
1.01,Ideal,F,SI1,56.0
0.31,Ideal,D,VS2,56.0
0.51,Good,E,VS2,57.0
0.3,Ideal,I,VS1,56.0
0.71,Premium,E,VS2,59.0
1.11,Very Good,G,SI2,58.0
0.73,Ideal,D,VS2,54.0
0.53,Very Good,G,VS1,56.0
1.57,Premium,G,VS2,58.0
0.42,Ideal,G,SI1,57.0
1.11,Ideal,G,VS1,56.0
0.3,Ideal,H,IF,58.0
1.15,Ideal,I,SI1,57.0
1.07,Ideal,G,VS2,55.0
0.31,Ideal,D,VS1,55.0
1.0,Very Good,G,SI1,58.0
0.5,Ideal,D,SI1,57.0
0.35,Premium,G,VS1,60.0
0.71,Ideal,D,VS1,56.0
0.32,Very Good,G,VVS2,56.0
1.02,Very Good,D,SI2,57.0
0.35,Ideal,I,VVS1,57.0
0.51,Ideal,G,SI1,55.0
0.31,Ideal,G,VVS1,56.0
0.3,Ideal,F,VS2,56.0
1.29,Good,G,SI1,56.0
0.33,Ideal,I,VS1,56.0
0.32,Premium,D,SI2,58.0
0.31,Ideal,I,SI2,54.0
0.39,Premium,D,VVS2,58.0
1.0,Very Good,G,SI1,57.0
0.5,Premium,G,VS2,59.0
0.54,Ideal,F,VS2,55.0
0.82,Premium,H,VS2,60.0
0.59,Ideal,H,SI2,58.0
0.43,Premium,I,VVS1,59.0
1.3,Premium,G,VS1,59.0
1.22,Premium,F,VS2,58.0
0.7,Very Good,E,VS2,59.0
1.73,Very Good,H,VS2,60.0
0.33,Ideal,E,VS1,56.0
0.3,Ideal,E,SI1,54.0
0.73,Ideal,D,VS2,57.0
0.3,Premium,H,VVS2,58.0
0.7,Good,I,VS1,54.0
0.7,Very Good,H,SI1,58.0
0.42,Ideal,G,VVS1,55.0
1.07,Ideal,D,VS2,56.0
0.29,Ideal,F,VS1,57.0
0.57,Ideal,G,VVS2,55.0
0.31,Premium,E,VS2,58.0
0.7,Ideal,H,VVS1,55.0
1.01,Premium,D,SI1,59.0
1.51,Premium,H,SI1,58.0
1.04,Premium,F,SI2,58.0
1.01,Premium,G,SI2,62.0
1.09,Premium,H,SI1,59.0
0.31,Ideal,I,IF,54.0
0.4,Ideal,E,VS2,55.0
1.73,Premium,H,SI2,59.0
1.11,Premium,E,SI1,59.0
1.57,Premium,F,VS2,59.0
0.58,Premium,G,VS2,57.0
0.52,Ideal,G,VS1,56.0
0.32,Premium,F,SI1,58.0
0.7,Ideal,F,VS1,56.0
1.03,Ideal,E,SI1,56.0
0.82,Premium,H,SI1,62.0
0.42,Ideal,H,VS1,54.0
2.0,Very Good,H,SI1,60.0
0.3,Ideal,D,SI1,56.0
0.38,Ideal,E,SI1,55.0
0.41,Ideal,E,VVS1,55.0
0.72,Very Good,D,SI1,57.0
1.16,Ideal,H,VS1,56.0
1.01,Good,D,SI1,57.0
0.58,Ideal,F,VVS2,56.0
1.51,Good,J,VS2,59.0
1.01,Premium,D,SI2,60.0
0.33,Ideal,I,VVS2,55.0
0.51,Ideal,G,VS1,56.0
0.32,Ideal,G,IF,54.0
1.19,Very Good,G,SI1,61.0
1.04,Ideal,H,SI1,54.0
1.16,Premium,D,SI2,62.0
1.75,Premium,I,VS1,60.0
0.5,Premium,F,VS2,58.0
0.31,Ideal,D,VVS1,55.0
0.3,Ideal,E,VVS2,55.0
1.11,Good,H,SI2,54.0
0.3,Very Good,J,VS1,62.0
0.32,Ideal,F,VS2,57.0
1.13,Ideal,G,SI1,56.0
1.0,Ideal,H,SI2,56.0
0.33,Ideal,E,SI1,57.0
0.9,Good,G,SI1,56.0
0.64,Ideal,G,IF,55.0
1.01,Ideal,G,SI1,57.0
1.15,Ideal,I,SI1,56.0
1.04,Ideal,G,VS2,55.0
1.09,Premium,F,SI2,57.0
1.5,Good,G,SI1,58.0
0.41,Very Good,D,SI1,56.0
1.51,Premium,H,VS1,59.0
0.76,Ideal,D,VVS1,56.0
1.09,Ideal,J,SI2,56.0
0.73,Premium,F,SI1,57.0
1.01,Very Good,G,VS2,60.0
0.33,Ideal,G,VS2,56.0
0.41,Ideal,D,VS2,54.0
0.24,Ideal,E,VVS2,57.0
1.5,Very Good,F,SI1,56.4
0.31,Ideal,F,VS2,57.0
0.72,Very Good,F,VS1,57.0
0.38,Ideal,G,IF,56.0
0.76,Ideal,G,SI2,58.0
0.76,Ideal,F,VS2,56.0
1.2,Premium,H,SI2,56.0
1.01,Premium,E,VS2,59.0
0.42,Premium,D,SI1,59.0
0.54,Ideal,J,SI1,54.0
0.58,Ideal,F,VS2,55.0
0.9,Good,F,SI1,56.0
0.71,Premium,E,SI1,60.0
1.03,Premium,D,SI1,59.0
0.3,Premium,F,VS2,58.0
0.35,Ideal,G,VVS1,56.0
0.72,Very Good,E,SI2,56.0
1.07,Ideal,D,SI2,57.0
0.57,Ideal,E,VS2,56.0
0.3,Ideal,E,VS2,54.0
0.72,Ideal,H,VS2,56.0
0.34,Premium,H,VS2,60.0
0.5,Ideal,E,VS2,57.0
0.33,Ideal,I,IF,55.0
1.34,Ideal,H,VS2,57.0
1.5,Ideal,H,VVS2,56.0
0.91,Very Good,E,SI1,59.0
0.51,Ideal,E,SI1,54.0
0.93,Ideal,E,SI1,57.0
0.71,Premium,F,VS1,59.0
0.51,Ideal,F,SI2,57.0
1.01,Ideal,G,SI1,59.0
0.9,Good,E,SI2,58.0
0.5,Very Good,F,VS2,57.0
0.7,Good,H,VVS2,58.0
1.01,Ideal,G,SI1,57.0
1.51,Premium,G,VS2,59.0
0.32,Premium,G,VS1,59.0
0.37,Premium,E,VVS2,60.0
0.74,Ideal,H,VVS2,57.0
0.7,Premium,H,SI2,61.0
1.51,Very Good,H,VVS2,58.0
0.73,Very Good,G,SI2,57.0
1.02,Ideal,E,SI2,56.0
0.54,Ideal,G,VS2,55.0
1.08,Premium,G,SI1,56.0
2.02,Very Good,I,SI1,57.0
0.51,Premium,I,VS2,58.0
1.08,Good,F,SI2,58.0
0.32,Ideal,F,VVS1,55.0
0.41,Premium,H,SI1,58.0
0.57,Ideal,G,VVS2,56.0
1.01,Good,D,SI2,54.0
0.23,Ideal,F,VVS2,57.0
0.9,Good,H,SI1,58.0
1.02,Premium,E,VVS2,58.0
0.27,Ideal,I,VS1,54.0
1.2,Ideal,E,SI1,59.0
0.32,Ideal,G,SI1,54.0
0.3,Premium,G,VS2,59.0
1.01,Premium,F,SI2,59.0
1.02,Premium,G,IF,62.0
0.51,Ideal,E,VS2,56.0
1.02,Premium,E,SI1,58.0
1.02,Ideal,F,SI1,57.0
0.41,Ideal,G,IF,55.0
1.0,Good,J,SI2,61.0
0.51,Ideal,D,SI1,55.0
0.55,Ideal,D,VS2,56.0
1.51,Premium,J,VVS2,59.0
0.71,Ideal,G,VS1,57.0
0.71,Ideal,E,SI1,57.0
1.03,Good,E,SI2,58.0
0.3,Ideal,G,VVS2,55.0
1.21,Premium,G,VS1,59.0
0.31,Ideal,E,SI1,55.0
0.7,Ideal,E,SI2,58.0
0.7,Ideal,I,VVS2,57.0
0.5,Very Good,H,VS2,58.0
2.01,Premium,H,SI1,60.0
1.1,Premium,H,SI1,58.0
0.3,Premium,G,VS2,60.0
1.31,Very Good,J,SI1,56.0
0.9,Ideal,F,SI2,57.0
2.06,Premium,J,VS1,58.0
2.04,Premium,H,SI2,60.0
1.02,Good,G,SI1,60.0
0.41,Premium,D,VS2,58.0
0.63,Ideal,G,VS2,56.0
1.52,Premium,H,SI2,59.0
0.9,Premium,G,SI2,59.0
0.72,Ideal,E,SI2,55.0
2.07,Premium,G,SI2,60.0
1.31,Ideal,G,VS2,57.0
0.3,Ideal,F,VVS1,56.0
0.29,Very Good,G,VVS2,56.0
0.37,Ideal,F,VS2,57.0
0.43,Premium,F,SI2,59.0
0.35,Ideal,J,VS1,55.0
0.56,Ideal,D,VS2,56.0
0.31,Good,E,SI1,56.0
0.7,Ideal,F,SI1,57.0
0.32,Ideal,H,VS2,56.0
0.41,Ideal,E,VS1,56.0
0.33,Ideal,G,VVS2,55.0
0.37,Premium,D,VS1,60.0
0.7,Ideal,F,SI2,59.0
0.31,Premium,H,VS1,61.0
0.31,Ideal,E,VS1,55.0
0.7,Ideal,G,VS1,56.0
1.05,Ideal,E,VVS2,55.0
1.01,Premium,F,VS2,59.0
1.02,Premium,H,SI2,59.0
1.52,Premium,F,SI1,58.0
1.0,Premium,E,VS1,58.0
2.2,Very Good,I,VS2,59.0
0.63,Ideal,H,VS1,56.0
0.75,Very Good,D,VS1,58.0
1.01,Ideal,F,SI1,57.0
0.31,Premium,F,VS2,60.0
1.51,Premium,H,SI2,59.0
1.0,Ideal,E,SI2,56.0
0.7,Ideal,H,VS2,57.0
1.01,Very Good,D,SI1,59.0
1.55,Ideal,E,VS2,57.0
1.5,Ideal,E,SI2,55.0
0.3,Ideal,E,SI1,54.0
0.77,Premium,F,SI2,59.0
0.9,Very Good,F,SI1,60.0
0.3,Very Good,H,SI1,59.0
1.5,Very Good,D,VS2,57.0
0.3,Ideal,I,SI1,57.0
1.52,Premium,G,VS1,58.0
0.68,Ideal,G,IF,57.0
1.6,Ideal,D,VS2,57.0
2.06,Fair,H,SI2,61.0
1.01,Good,E,SI1,58.0
0.77,Ideal,E,VS1,57.0
0.52,Ideal,G,VS1,55.0
1.07,Ideal,F,SI2,57.0
0.3,Ideal,G,VVS2,56.0
0.73,Very Good,F,VS1,58.1
0.3,Good,F,VS2,59.0
0.31,Ideal,D,VS2,57.0
0.51,Ideal,E,VS2,56.0
0.51,Ideal,F,VS1,55.0
1.1,Ideal,H,VS1,55.0
0.41,Ideal,F,IF,57.0
1.51,Ideal,G,VS1,55.0
0.39,Good,F,SI2,61.0
0.41,Very Good,E,SI1,58.0
0.35,Premium,H,VS2,58.0
0.41,Ideal,D,VS2,57.0
0.54,Ideal,D,VVS1,57.0
1.04,Very Good,F,VVS1,57.0
0.31,Premium,E,SI1,58.0
0.54,Ideal,F,VS1,56.0
1.16,Premium,D,VS2,60.0
0.7,Very Good,F,SI1,57.0
0.9,Very Good,D,VS2,56.0
1.01,Premium,H,SI1,59.0
0.75,Very Good,I,VS1,58.0
0.71,Premium,D,SI1,60.0
1.52,Very Good,F,VS1,55.0
0.4,Ideal,F,VS1,56.0
0.4,Ideal,I,VVS1,55.0
0.5,Ideal,E,VS2,57.0
0.23,Very Good,D,VS2,58.0
0.61,Very Good,H,VS1,55.0
1.01,Very Good,F,VS2,60.0
0.34,Ideal,E,IF,56.0
0.56,Ideal,E,VS2,57.0
0.91,Very Good,D,SI2,57.0
0.51,Very Good,G,VS2,58.0
0.5,Premium,J,SI1,61.0
1.09,Premium,F,VS2,57.0
0.74,Ideal,I,VVS2,56.0
2.05,Premium,J,VS2,59.0
0.75,Premium,E,VS2,58.0
0.53,Ideal,G,VVS2,56.0
0.34,Ideal,F,VS2,57.0
0.7,Very Good,G,SI2,56.0
2.03,Ideal,I,SI2,55.0
0.9,Ideal,H,SI1,56.0
1.2,Ideal,H,VVS2,57.0
0.54,Ideal,F,SI1,56.0
1.0,Premium,H,SI2,60.0
2.22,Very Good,I,SI2,60.0
0.5,Very Good,G,SI1,61.0
0.7,Ideal,E,VS2,58.0
1.0,Very Good,G,SI1,56.0
1.01,Premium,D,SI1,59.0
0.34,Ideal,G,VS2,57.0
0.31,Very Good,H,SI1,58.0
1.01,Premium,G,VS2,59.0
0.3,Good,H,VS2,55.0
0.42,Premium,G,VS1,60.0
2.04,Very Good,I,SI2,59.0
0.96,Premium,G,SI2,58.0
0.35,Ideal,E,VS2,56.0
1.01,Ideal,G,VS1,57.0
0.27,Ideal,H,VS1,57.0
0.32,Ideal,G,VVS2,56.0
0.41,Ideal,F,VVS2,56.0
0.33,Ideal,F,SI1,56.0
0.5,Very Good,G,VS2,57.0
0.72,Ideal,F,VS2,56.0
1.74,Ideal,H,SI1,55.0
0.5,Very Good,F,VS2,62.0
1.02,Ideal,H,SI2,56.0
0.41,Ideal,G,VS1,55.0
1.5,Premium,E,SI1,59.0
0.41,Ideal,F,SI2,56.0
0.41,Ideal,D,VS2,56.0
0.51,Ideal,E,VS1,55.0
0.32,Ideal,G,VVS1,55.0
0.31,Ideal,H,VS1,56.0
0.34,Ideal,E,SI1,56.0
0.72,Premium,I,SI1,56.0
0.57,Ideal,F,VS2,56.0
0.26,Very Good,E,VVS2,57.0
0.75,Very Good,H,SI2,56.0
0.41,Ideal,H,SI1,53.0
0.3,Ideal,F,VVS2,55.0
0.91,Premium,G,SI1,60.0
0.32,Ideal,E,VVS2,57.0
0.38,Ideal,I,VS1,54.0
1.53,Premium,G,VVS1,58.0
1.22,Ideal,I,VS2,57.0
1.01,Very Good,I,SI1,58.0
1.76,Ideal,G,VS2,54.0
2.03,Ideal,I,VS2,56.0
1.01,Good,H,SI2,58.0
0.57,Ideal,D,SI2,56.0
1.52,Ideal,D,SI2,57.0
0.75,Ideal,F,VS1,57.0
1.0,Premium,H,VS2,58.0
1.16,Ideal,F,SI2,56.0
0.4,Premium,E,VVS2,59.0
0.41,Ideal,F,VS2,57.0
1.01,Ideal,D,SI1,58.0
0.92,Ideal,E,SI1,56.0
1.0,Very Good,J,VS1,55.0
0.48,Very Good,I,VS2,59.0
0.4,Ideal,G,VVS1,57.0
1.2,Premium,I,SI1,56.0
2.09,Premium,H,VS2,59.0
1.29,Ideal,F,SI2,56.0
1.7,Fair,G,SI2,56.0
0.34,Ideal,E,VS2,57.0
1.13,Premium,F,VS2,60.0
2.1,Premium,H,SI2,58.0
0.55,Very Good,F,SI1,57.9
0.3,Premium,D,VS2,58.0
0.26,Very Good,E,VVS2,58.0
1.04,Premium,H,VS2,58.0
0.78,Very Good,G,SI2,59.0
0.42,Ideal,F,VS2,57.0
0.42,Ideal,E,VS1,55.0
0.52,Ideal,H,VS1,56.0
2.09,Premium,G,SI2,58.0
0.51,Premium,I,VS2,58.0
0.5,Ideal,H,VVS1,55.0
0.36,Premium,G,SI1,60.0
0.37,Ideal,E,SI1,55.0
0.28,Good,H,VS2,56.0
0.41,Ideal,E,VS2,55.0
0.3,Very Good,E,VS2,62.0
1.03,Ideal,H,VS1,57.0
0.44,Premium,D,SI1,60.0
0.31,Ideal,F,VS2,56.0
0.8,Premium,F,VS1,58.0
0.24,Very Good,D,VVS2,59.0
0.9,Ideal,E,VS2,55.0
0.32,Ideal,H,IF,56.0
1.03,Ideal,G,VS2,57.0
1.27,Premium,F,VVS2,60.0
1.04,Premium,E,SI1,58.0
0.5,Premium,E,VS2,59.0
0.5,Very Good,H,SI1,61.0
0.3,Premium,D,VS1,58.0
0.39,Premium,F,VS1,58.0
1.05,Premium,H,SI2,59.0
0.53,Ideal,G,VS2,56.0
1.03,Premium,H,VS2,60.0
0.31,Ideal,E,VVS1,56.0
0.44,Ideal,E,IF,54.0
1.02,Good,H,SI2,59.0
1.13,Ideal,G,SI2,57.0
0.32,Ideal,H,SI2,56.0
1.2,Ideal,D,SI1,55.0
1.0,Premium,E,VS2,58.0
1.02,Premium,E,SI2,58.0
1.5,Good,H,VS2,59.0
1.03,Good,H,SI1,54.0
1.22,Ideal,H,SI2,56.0
1.52,Premium,J,VVS2,58.0
0.5,Premium,D,SI2,58.0
1.16,Premium,F,SI1,56.0
0.7,Ideal,H,SI2,57.0
0.39,Ideal,H,VVS1,57.0
1.11,Ideal,D,SI1,57.0
0.52,Ideal,E,VS2,56.0
0.32,Ideal,G,VVS2,54.0
0.32,Ideal,F,VS2,57.0
1.0,Very Good,H,SI1,63.0
1.51,Very Good,E,VS2,56.0
0.4,Premium,D,SI1,60.0
0.4,Ideal,D,SI2,57.0
1.04,Ideal,G,VS1,53.0
0.53,Ideal,G,VVS1,56.0
0.37,Ideal,F,VS2,55.0
1.5,Ideal,F,SI1,56.0
0.36,Ideal,D,SI2,56.0
0.32,Premium,F,VS2,60.0
1.12,Ideal,H,SI2,56.0
1.24,Premium,G,VS2,58.0
0.32,Ideal,G,IF,55.0
1.06,Ideal,H,SI1,57.0
1.19,Premium,F,SI2,59.0
0.3,Very Good,G,VVS1,56.0
1.02,Ideal,E,VS2,56.0
1.01,Ideal,G,VVS1,54.0
0.28,Ideal,F,VVS2,56.0
0.75,Very Good,I,VS2,58.0
0.52,Ideal,E,VS2,54.0
0.33,Premium,F,VS2,58.0
0.38,Ideal,E,VVS2,56.0
0.56,Ideal,I,IF,56.0
0.55,Ideal,E,SI1,57.0
1.01,Premium,G,VS1,59.0
0.55,Ideal,E,VS2,56.0
1.51,Good,E,SI1,58.0
1.12,Ideal,F,VS1,54.0
0.57,Ideal,F,VS1,54.0
1.02,Premium,G,SI2,61.0
1.02,Very Good,G,VVS2,58.0
0.4,Very Good,E,SI1,58.0
1.51,Good,F,SI1,59.0
0.33,Ideal,G,VVS1,55.0
0.52,Ideal,H,SI1,57.0
0.42,Ideal,G,VVS1,56.0
1.02,Premium,H,VS2,59.0
0.55,Ideal,G,SI1,56.0
0.4,Premium,D,VS2,60.0
1.03,Ideal,G,SI1,57.0
1.58,Premium,D,SI2,59.0
0.31,Premium,H,VS1,60.0
0.55,Ideal,D,SI1,55.0
0.58,Ideal,E,SI2,54.0
0.32,Ideal,F,SI1,55.0
1.51,Premium,G,VS1,59.0
0.91,Ideal,G,SI1,56.0
0.4,Premium,G,VVS1,57.0
0.42,Premium,E,SI1,59.0
0.5,Very Good,D,VS1,55.0
2.04,Ideal,J,SI2,57.0
1.01,Very Good,G,SI2,61.0
1.33,Ideal,G,VS2,56.0
0.59,Ideal,E,VVS2,59.0
0.8,Good,F,VS2,58.0
0.31,Very Good,J,SI1,57.0
0.9,Very Good,G,SI1,60.0
0.72,Ideal,F,SI1,57.0
0.51,Ideal,G,VVS2,57.0
0.7,Very Good,G,VS1,56.0
0.43,Ideal,G,VVS1,56.0
1.01,Good,I,SI1,56.0
1.01,Premium,G,VS2,59.0
1.01,Premium,H,SI1,60.0
1.2,Ideal,G,VS2,57.0
1.53,Premium,I,VS1,61.0
0.32,Ideal,H,VS2,57.0
0.91,Very Good,D,VS2,58.0
0.3,Premium,F,VVS2,58.0
1.02,Ideal,H,SI2,61.0
1.55,Very Good,J,VS1,61.0
0.32,Ideal,I,VS1,57.0
1.2,Premium,F,VS2,59.0
1.01,Premium,D,SI1,58.0
0.5,Premium,G,SI2,59.0
0.92,Ideal,H,SI2,56.0
0.33,Ideal,E,VVS2,55.0
1.21,Very Good,G,SI1,57.0
0.58,Ideal,F,VS1,57.0
0.62,Very Good,E,SI1,59.0
0.81,Ideal,F,SI1,57.0
0.55,Ideal,E,SI1,56.0
0.3,Ideal,I,VVS2,57.0
0.5,Premium,F,SI2,60.0
0.32,Premium,F,VS2,60.0
0.4,Ideal,G,VVS2,57.0
0.31,Ideal,F,VS1,56.0
0.9,Very Good,G,SI2,59.0
0.57,Very Good,D,SI1,57.0
2.08,Very Good,I,SI2,60.0
0.41,Ideal,G,VS2,57.0
1.52,Premium,F,VS2,59.0
0.36,Ideal,E,SI2,53.0
1.12,Ideal,H,SI1,55.0
1.01,Ideal,G,VVS2,57.0
0.31,Ideal,D,SI1,55.0
1.5,Premium,H,VS1,60.0
0.61,Very Good,H,VVS2,58.0
0.76,Ideal,F,VS1,56.0
0.6,Ideal,G,VS1,57.0
0.7,Premium,F,VS1,59.0
0.31,Premium,F,VS2,60.0
0.75,Premium,H,SI1,59.0
0.5,Good,E,SI1,56.0
0.42,Ideal,H,VVS2,56.0
1.54,Good,I,VS1,56.0
0.57,Ideal,H,VS1,57.0
0.52,Ideal,D,VS1,56.0
0.41,Ideal,H,IF,58.0
0.39,Ideal,F,VVS2,55.0
0.72,Ideal,F,VS2,55.0
0.43,Premium,D,SI1,58.0
1.2,Premium,F,VS1,58.0
0.54,Very Good,E,VS2,56.0
0.31,Ideal,D,SI2,56.0
1.01,Premium,H,I1,58.0
1.33,Premium,F,SI1,59.0
0.32,Premium,G,VS2,58.0
0.53,Very Good,H,VVS1,56.0
1.08,Very Good,E,SI2,57.0
1.08,Premium,D,VS1,60.0
1.01,Premium,H,SI2,59.0
0.71,Ideal,F,VS1,57.0
0.27,Premium,E,VS1,60.0
0.4,Premium,F,SI1,58.0
0.51,Ideal,E,VS2,57.0
0.9,Good,D,SI1,63.0
1.02,Premium,E,VS2,58.0
1.53,Ideal,I,VS2,59.0
1.14,Premium,H,SI1,57.0
0.4,Ideal,E,VS1,57.0
0.4,Premium,E,SI1,58.0
0.9,Ideal,D,SI2,57.0
0.32,Premium,G,VS2,58.0
0.54,Ideal,I,VVS1,56.0
2.01,Fair,I,SI2,58.0
0.54,Very Good,D,SI2,56.0
1.01,Premium,F,VVS2,59.0
1.18,Good,I,VS1,55.0
0.34,Ideal,E,VVS2,56.0
1.01,Good,G,VS1,56.0
1.38,Ideal,J,SI1,57.0
0.33,Ideal,H,VS2,54.0
0.93,Premium,H,VS2,57.0
1.05,Ideal,H,VS2,55.0
1.21,Ideal,H,VS1,57.0
0.56,Ideal,F,VS2,55.0
0.53,Ideal,H,IF,56.0
0.7,Very Good,H,VS2,57.0
2.03,Very Good,G,VS2,58.0
0.54,Premium,D,SI1,58.0
2.01,Premium,G,SI2,58.0
1.5,Premium,G,VS1,59.0
0.9,Very Good,D,SI2,61.0
1.2,Very Good,H,SI1,60.0
1.01,Ideal,G,VS2,55.0
0.3,Premium,G,VS1,58.0
1.11,Ideal,I,SI1,55.0
2.18,Premium,H,SI2,59.0
1.01,Premium,E,SI2,55.0
0.41,Ideal,F,SI1,57.0
1.15,Premium,H,SI1,59.0
0.41,Ideal,E,VVS2,56.0
1.51,Ideal,D,VS2,55.0
0.33,Premium,G,VS1,60.0
1.09,Ideal,D,SI2,53.0
1.01,Ideal,F,VVS2,59.0
1.01,Premium,G,SI1,58.0
0.33,Ideal,G,VVS2,56.0
0.31,Ideal,E,VS2,56.0
1.53,Premium,I,VVS2,58.0
0.32,Premium,G,VS1,55.0
1.5,Premium,I,SI2,59.0
1.22,Premium,J,SI2,60.0
0.54,Ideal,G,VS1,57.0
0.31,Ideal,G,VVS1,57.0
0.54,Ideal,G,VS2,57.0
0.9,Good,I,VS2,59.0
0.3,Very Good,H,VVS1,57.0
0.6,Premium,G,VS1,57.0
2.02,Ideal,G,SI2,55.0
0.3,Ideal,G,VS1,57.0
0.32,Good,E,SI1,55.0
0.4,Ideal,E,VVS1,58.0
0.9,Ideal,G,SI1,57.0
0.35,Premium,F,VS2,59.0
0.31,Ideal,E,SI1,55.0
0.24,Ideal,D,VS2,56.0
1.22,Ideal,I,VS1,56.0
0.33,Ideal,E,VS2,56.0
0.7,Ideal,H,VS1,54.0
0.41,Ideal,E,VS1,56.0
0.74,Ideal,D,SI1,57.0
0.9,Premium,G,SI2,58.0
0.71,Very Good,E,SI1,59.0
1.51,Very Good,G,VS2,57.0
0.31,Ideal,D,SI2,55.0
0.59,Ideal,F,SI1,55.0
1.16,Premium,F,SI1,59.0
0.39,Premium,E,VS1,59.0
0.7,Premium,F,SI2,58.0
0.91,Premium,D,SI2,59.0
0.31,Premium,G,VS2,58.0
1.01,Premium,D,SI1,58.0
0.54,Ideal,G,VS1,55.0
0.42,Premium,E,VS2,59.0
0.52,Premium,F,SI1,58.0
0.3,Premium,I,VS1,58.0
1.56,Ideal,D,SI1,56.0
0.32,Premium,G,VS2,58.0
0.7,Premium,I,VS1,58.0
0.43,Premium,H,VS1,58.0
0.7,Premium,G,VS1,60.0
0.55,Very Good,E,SI1,56.0
1.55,Very Good,G,VS2,58.0
0.42,Premium,E,VS2,60.0
0.53,Ideal,H,VS1,55.0
1.03,Ideal,J,VS2,56.0
0.93,Very Good,I,VS2,59.0
0.31,Ideal,D,VS2,55.0
1.06,Ideal,I,SI1,57.0
0.7,Premium,H,SI1,62.0
0.3,Premium,E,VS2,59.0
0.9,Fair,G,VS2,55.0
1.5,Good,J,SI2,62.0
0.34,Ideal,G,VVS2,55.0
0.31,Premium,G,VVS2,58.0
0.53,Ideal,G,VS1,56.0
0.74,Ideal,G,SI1,55.0
1.0,Very Good,D,SI1,55.0
0.72,Very Good,H,SI1,56.0
0.3,Very Good,J,VS1,59.0
1.0,Premium,H,SI2,60.0
0.34,Ideal,E,VS2,54.0
1.0,Very Good,F,SI1,59.0
0.3,Premium,E,VS1,58.0
0.42,Ideal,D,VVS2,56.0
0.3,Ideal,I,VS1,57.0
0.77,Premium,E,VS2,58.0
0.39,Premium,G,VS2,60.0
0.4,Premium,E,VS2,58.0
0.42,Ideal,H,VS2,57.0
2.31,Ideal,I,SI2,55.0
0.31,Ideal,G,VS1,56.0
1.04,Premium,J,VS1,58.0
1.12,Ideal,G,VS2,58.0
0.41,Ideal,E,VVS2,56.0
0.4,Good,D,SI1,63.0
1.17,Premium,G,SI1,58.0
0.7,Ideal,G,VS2,56.0
1.01,Good,H,SI1,59.0
0.71,Ideal,G,VS2,56.0
0.3,Ideal,G,VVS1,57.0
0.9,Very Good,G,SI1,58.0
0.31,Ideal,E,VVS2,57.0
0.76,Very Good,E,VS2,63.0
0.3,Ideal,E,VS2,56.0
0.33,Ideal,D,VS2,56.0
0.9,Premium,I,VS2,59.0
0.3,Ideal,D,VS1,55.0
0.72,Very Good,I,VS2,59.0
1.12,Premium,G,SI1,59.0
0.7,Very Good,D,VS2,58.0
1.24,Ideal,H,VVS1,56.0
0.72,Ideal,F,SI2,56.0
1.52,Very Good,E,VS1,56.0
1.31,Very Good,G,VS2,61.0
0.72,Very Good,F,SI1,58.0
0.32,Ideal,E,SI2,56.0
1.5,Very Good,D,SI2,60.0
0.4,Very Good,D,VS2,59.0
0.31,Very Good,D,SI1,60.0
0.31,Ideal,G,VVS1,55.0
1.02,Very Good,H,SI2,59.0
0.4,Ideal,G,VVS2,57.0
1.0,Premium,G,VS2,59.0
1.11,Premium,E,SI2,57.0
0.7,Very Good,H,VVS2,58.0
0.4,Ideal,D,VS2,56.0
0.4,Ideal,E,VS2,57.0
1.05,Ideal,F,VVS2,56.0
0.4,Very Good,D,SI1,57.0
0.56,Ideal,D,SI2,56.0
0.52,Ideal,H,VS2,56.0
1.02,Very Good,F,SI1,60.0
1.71,Ideal,G,VS2,57.0
0.42,Ideal,F,SI1,56.0
1.04,Very Good,G,VS2,59.0
1.35,Premium,H,VS2,58.0
0.91,Very Good,E,SI2,56.0
2.07,Premium,J,SI1,60.0
1.09,Very Good,F,SI1,57.0
0.9,Premium,E,SI1,58.0
1.07,Ideal,D,SI2,56.0
1.12,Ideal,F,SI1,57.0
1.15,Ideal,E,SI2,56.0
0.34,Ideal,I,SI1,57.0
0.26,Ideal,G,VVS1,55.0
0.55,Good,E,SI1,56.0
0.71,Ideal,E,VS1,56.0
0.32,Ideal,H,VS2,56.0
0.59,Premium,F,SI1,58.0
0.77,Premium,E,SI2,59.0
1.01,Good,E,VS2,59.0
0.71,Premium,G,SI1,57.0
0.8,Ideal,I,VS2,54.0
0.53,Ideal,D,VS2,56.0
1.52,Very Good,I,VS2,58.0
1.03,Good,G,SI2,62.0
0.34,Ideal,D,SI2,57.0
0.57,Ideal,D,VS2,56.0
0.3,Ideal,H,VS1,55.0
0.5,Ideal,E,VS2,56.0
1.01,Premium,H,SI1,58.0
0.42,Ideal,G,VVS2,55.0
1.02,Fair,E,SI1,57.0
0.32,Very Good,G,SI1,57.0
0.55,Ideal,F,SI1,57.0
0.4,Ideal,F,VVS2,56.0
0.32,Ideal,D,VS2,57.0
1.02,Premium,H,VS1,59.0
0.32,Ideal,G,IF,55.0
1.01,Very Good,E,VVS2,56.0
1.12,Ideal,H,VS2,57.0
0.31,Ideal,G,VS1,57.0
1.04,Ideal,D,SI1,56.0
1.0,Premium,D,VS2,58.0
0.39,Very Good,F,VS1,56.0
